#nid,label,prop1,prop2,prop3,start,end
9594,person,,low,neg,44,45
9594,person,,low,neg,46,47
9594,person,,low,neg,48,49
9595,person,,low,neg,2,3
9595,person,,low,neg,4,6
9595,person,,low,neg,7,9
9595,person,,low,neg,10,11
9595,person,,low,neg,12,13
9595,person,,low,neg,14,15
9595,person,,low,neg,16,18
9595,person,,low,neg,19,22
9595,person,,low,neg,23,25
9595,person,,low,neg,26,27
9595,person,,low,neg,28,29
9595,person,,low,neg,31,33
9595,person,,low,neg,34,37
9595,person,,low,neg,39,41
9595,person,,low,pos,42,45
9595,person,,low,neg,46,49
9596,person,,low,neg,3,6
9596,person,,low,neg,8,11
9596,person,,low,neg,13,14
9596,person,,low,neg,15,17
9596,person,,low,neg,18,19
9596,person,,low,neg,20,21
9596,person,,low,neg,22,25
9596,person,,low,neg,27,30
9596,person,,low,neg,31,34
9596,person,,low,neg,35,37
9596,person,,low,neg,38,40
9596,person,,low,neg,41,43
9596,person,,low,neg,45,48
9597,person,,high,neg,2,5
9597,person,,high,neg,6,8
9597,person,,high,neg,9,10
9597,person,,high,neg,11,13
9597,person,,high,neg,15,18
9597,person,,high,neg,21,23
9597,person,,high,neg,25,26
9597,person,,high,neg,27,30
9597,person,,high,neg,31,33
9597,person,,high,neg,34,35
9597,person,,high,neg,37,40
9597,person,,high,neg,41,44
9597,person,,high,neg,45,48
9598,person,,low,neg,1,3
9598,person,,low,neg,4,5
9598,person,,low,neg,8,9
9598,person,,low,neg,10,13
9598,person,,low,neg,14,16
9598,person,,low,neg,18,19
9598,person,,low,neg,20,23
9598,person,,low,neg,24,25
9598,person,,low,neg,26,29
9598,person,,low,neg,30,31
9598,person,,low,neg,32,35
9598,person,,low,neg,36,38
9598,person,,low,neg,40,41
9598,person,,low,neg,42,44
9598,person,,low,pos,45,46
9598,person,,low,neg,47,49
9599,person,,low,neg,3,4
9599,person,,low,neg,5,8
9599,person,,low,neg,10,11
9599,person,,low,neg,13,16
9599,person,,low,neg,17,18
9599,person,,low,neg,19,22
9599,person,,low,neg,23,25
9599,person,,low,neg,26,27
9599,person,,low,neg,28,30
9599,person,,low,neg,31,33
9599,person,,low,neg,34,35
9599,person,,low,neg,36,38
9599,person,,low,neg,39,42
9599,person,,low,neg,44,45
9599,person,,low,neg,47,48
9600,person,,low,neg,3,5
9600,person,,low,pos,7,9
9600,person,,low,neg,10,11
9600,person,,low,neg,12,13
9600,person,,low,neg,14,15
9600,person,,low,neg,16,19
9600,person,,low,neg,20,22
9600,person,,low,neg,23,24
9600,person,,low,neg,26,27
9600,person,,low,neg,30,31
9600,person,,low,neg,32,34
9600,person,,low,neg,35,36
9600,person,,low,neg,37,39
9600,person,,low,neg,41,44
9600,person,,low,neg,45,47
9600,person,,low,neg,48,50
9601,person,,low,neg,1,3
9601,person,,low,neg,4,5
9601,person,,low,neg,6,9
9601,person,,low,neg,11,13
9601,person,,low,neg,14,16
9601,person,,low,neg,17,18
9601,person,,low,neg,19,22
9601,person,,low,neg,24,26
9601,person,,low,neg,27,30
9601,person,,low,neg,33,36
9601,person,,low,neg,38,41
9601,person,,low,neg,43,44
9601,person,,low,neg,45,46
9601,person,,low,neg,47,50
9602,person,,high,neg,1,2
9602,person,,high,neg,4,7
9602,person,,high,neg,8,11
9602,person,,high,neg,12,13
9602,person,,high,neg,14,15
9602,person,,high,neg,16,17
9602,person,,high,neg,18,20
9602,person,,high,neg,21,24
9602,person,,high,neg,26,29
9602,person,,high,neg,30,31
9602,person,,high,pos,32,35
9602,person,,high,neg,36,38
9602,person,,high,neg,39,41
9602,person,,high,neg,42,43
9602,person,,high,neg,44,45
9602,person,,high,neg,46,48
9602,person,,high,neg,49,51
9603,person,,low,neg,2,4
9603,person,,low,neg,5,6
9603,person,,low,neg,7,9
9603,person,,low,neg,10,13
9603,person,,low,neg,14,15
9603,person,,low,pos,16,20
9603,person,,low,neg,22,24
9603,person,,low,neg,25,27
9603,person,,low,neg,28,29
9603,person,,low,neg,30,31
9603,person,,low,neg,32,35
9603,person,,low,neg,36,37
9603,person,,low,neg,38,40
9603,person,,low,neg,41,44
9603,person,,low,neg,45,46
9603,person,,low,neg,47,48
9604,person,,low,neg,1,3
9604,person,,low,neg,4,6
9604,person,,low,neg,8,10
9604,person,,low,neg,11,13
9604,person,,low,neg,14,16
9604,person,,low,neg,17,20
9604,person,,low,neg,22,24
9604,person,,low,neg,26,28
9604,person,,low,neg,29,30
9604,person,,low,neg,31,33
9604,person,,low,neg,34,35
9604,person,,low,pos,37,39
9604,person,,low,neg,40,42
9604,person,,low,neg,43,45
9604,person,,low,neg,46,49
9605,person,,low,neg,1,2
9605,person,,low,neg,6,9
9605,person,,low,pos,10,11
9605,person,,low,neg,12,14
9605,person,,low,neg,15,17
9605,person,,low,pos,18,19
9605,person,,low,neg,20,21
9605,person,,low,neg,22,23
9605,person,,low,neg,25,28
9605,person,,low,neg,33,35
9605,person,,low,neg,36,37
9605,person,,low,neg,38,40
9605,person,,low,neg,42,44
9605,person,,low,neg,45,46
9605,person,,low,neg,47,49
9606,person,,low,neg,2,4
9606,person,,low,neg,5,7
9606,person,,low,neg,8,9
9606,person,,low,neg,10,13
9606,person,,low,neg,14,15
9606,person,,low,neg,16,17
9606,person,,low,neg,22,24
9606,person,,low,neg,25,26
9606,person,,low,neg,27,30
9606,person,,low,neg,31,33
9606,person,,low,neg,34,37
9606,person,,low,neg,38,39
9606,person,,low,neg,40,41
9606,person,,low,neg,42,45
9606,person,,low,neg,46,47
9606,person,,low,neg,48,49
9607,person,,low,neg,1,3
9607,person,,low,neg,4,6
9607,person,,low,neg,9,10
9607,person,,low,neg,11,13
9607,person,,low,neg,14,16
9607,person,,low,neg,17,18
9607,person,,low,neg,19,21
9607,person,,low,neg,22,25
9607,person,,low,neg,27,28
9607,person,,low,neg,29,31
9607,person,,low,neg,32,33
9607,person,,low,neg,35,36
9607,person,,low,neg,37,38
9607,person,,low,neg,39,40
9607,person,,low,neg,41,42
9607,person,,low,neg,43,46
9607,person,,low,neg,47,48
9607,person,,low,neg,49,50
9608,person,,low,neg,2,5
9608,person,,low,neg,6,7
9608,person,,low,neg,8,10
9608,person,,low,neg,11,13
9608,person,,low,neg,15,16
9608,person,,low,neg,17,18
9608,person,,low,neg,19,20
9608,person,,low,neg,21,22
9608,person,,low,neg,23,25
9608,person,,low,neg,26,28
9608,person,,low,neg,31,32
9608,person,,low,neg,33,34
9608,person,,low,neg,35,37
9608,person,,low,neg,38,41
9608,person,,low,neg,42,43
9608,person,,low,neg,44,46
9608,person,,low,neg,48,51
9609,person,,low,neg,2,4
9609,person,,low,neg,5,7
9609,person,,low,neg,8,11
9609,person,,low,neg,12,13
9609,person,,low,neg,15,16
9609,person,,low,neg,21,24
9609,person,,low,neg,26,27
9609,person,,low,neg,29,31
9609,person,,low,neg,32,34
9609,person,,low,neg,35,36
9609,person,,low,neg,38,41
9609,person,,low,neg,43,46
9609,person,,low,neg,47,49
9610,person,,high,neg,2,3
9610,person,,high,neg,5,8
9610,person,,high,neg,10,12
9610,person,,high,neg,13,15
9610,person,,high,neg,16,17
9610,person,,high,neg,18,20
9610,person,,high,neg,22,23
9610,person,,high,neg,24,25
9610,person,,high,neg,26,27
9610,person,,high,neg,28,29
9610,person,,high,neg,30,33
9610,person,,high,neg,34,36
9610,person,,high,neg,38,41
9610,person,,high,neg,42,43
9610,person,,high,neg,44,45
9610,person,,high,neg,46,47
9610,person,,high,neg,48,49
9611,person,,low,neg,1,3
9611,person,,low,neg,4,5
9611,person,,low,neg,7,10
9611,person,,low,neg,11,12
9611,person,,low,neg,13,15
9611,person,,low,neg,17,18
9611,person,,low,neg,19,20
9611,person,,low,neg,21,22
9611,person,,low,neg,24,25
9611,person,,low,neg,26,27
9611,person,,low,neg,28,30
9611,person,,low,neg,32,33
9611,person,,low,pos,34,35
9611,person,,low,neg,38,40
9611,person,,low,neg,41,42
9611,person,,low,neg,43,44
9611,person,,low,neg,45,48
9612,person,,low,neg,1,4
9612,person,,low,neg,5,6
9612,person,,low,neg,7,9
9612,person,,low,neg,10,11
9612,person,,low,neg,12,14
9612,person,,low,neg,15,16
9612,person,,low,neg,17,20
9612,person,,low,neg,21,22
9612,person,,low,neg,23,25
9612,person,,low,neg,27,30
9612,person,,low,neg,31,32
9612,person,,low,neg,33,34
9612,person,,low,neg,35,36
9612,person,,low,neg,37,38
9612,person,,low,neg,39,41
9612,person,,low,neg,42,43
9612,person,,low,neg,44,45
9612,person,,low,neg,47,48
9613,person,,low,neg,1,2
9613,person,,low,neg,3,5
9613,person,,low,pos,6,8
9613,person,,low,neg,9,10
9613,person,,low,neg,12,13
9613,person,,low,neg,15,16
9613,person,,low,neg,17,20
9613,person,,low,neg,23,25
9613,person,,low,neg,26,29
9613,person,,low,neg,30,33
9613,person,,low,neg,35,38
9613,person,,low,neg,40,41
9613,person,,low,neg,43,44
9613,person,,low,neg,45,48
9614,person,,low,neg,1,2
9614,person,,low,neg,3,4
9614,person,,low,neg,6,7
9614,person,,low,neg,8,11
9614,person,,low,neg,13,14
9614,person,,low,neg,15,17
9614,person,,low,neg,18,19
9614,person,,low,neg,20,21
9614,person,,low,neg,22,24
9614,person,,low,neg,25,26
9614,person,,low,neg,27,29
9614,person,,low,neg,30,32
9614,person,,low,neg,34,37
9614,person,,low,neg,38,41
9614,person,,low,neg,43,44
9614,person,,low,neg,47,49
9615,person,,low,neg,1,3
9615,person,,low,pos,4,5
9615,person,,low,neg,7,10
9615,person,,low,neg,13,15
9615,person,,low,neg,16,18
9615,person,,low,neg,19,21
9615,person,,low,neg,22,23
9615,person,,low,neg,24,26
9615,person,,low,pos,28,31
9615,person,,low,neg,33,36
9615,person,,low,neg,38,41
9615,person,,low,neg,42,43
9615,person,,low,neg,44,46
9615,person,,low,neg,48,50
9616,person,,low,neg,1,4
9616,person,,low,neg,6,9
9616,person,,low,neg,10,12
9616,person,,low,neg,13,14
9616,person,,low,neg,17,20
9616,person,,low,neg,22,23
9616,person,,low,neg,25,28
9616,person,,low,neg,30,31
9616,person,,low,neg,32,33
9616,person,,low,neg,34,35
9616,person,,low,neg,36,38
9616,person,,low,neg,39,40
9616,person,,low,neg,44,46
9616,person,,low,neg,47,48
9617,person,,high,neg,3,5
9617,person,,high,neg,6,8
9617,person,,high,neg,9,10
9617,person,,high,neg,12,15
9617,person,,high,neg,16,18
9617,person,,high,pos,19,22
9617,person,,high,neg,24,25
9617,person,,high,neg,26,28
9617,person,,high,pos,30,32
9617,person,,high,neg,34,37
9617,person,,high,neg,38,39
9617,person,,high,neg,40,41
9617,person,,high,neg,42,43
9617,person,,high,neg,45,47
9617,person,,high,neg,48,50
9618,person,,low,neg,1,3
9618,person,,low,neg,4,6
9618,person,,low,neg,7,9
9618,person,,low,neg,11,13
9618,person,,low,neg,14,15
9618,person,,low,neg,16,19
9618,person,,low,neg,20,21
9618,person,,low,neg,22,24
9618,person,,low,neg,25,28
9618,person,,low,neg,29,32
9618,person,,low,neg,35,37
9618,person,,low,neg,38,41
9618,person,,low,neg,42,43
9618,person,,low,neg,44,46
9619,person,,low,neg,1,3
9619,person,,low,neg,4,5
9619,person,,low,neg,6,9
9619,person,,low,neg,10,12
9619,person,,low,neg,13,16
9619,person,,low,neg,18,21
9619,person,,low,neg,22,25
9619,person,,low,neg,26,27
9619,person,,low,neg,28,30
9619,person,,low,neg,31,32
9619,person,,low,neg,33,34
9619,person,,low,neg,35,38
9619,person,,low,neg,39,40
9619,person,,low,neg,41,42
9619,person,,low,neg,43,45
9619,person,,low,neg,46,47
9619,person,,low,neg,48,50
9620,person,,high,neg,1,3
9620,person,,high,neg,4,5
9620,person,,high,neg,6,8
9620,person,,high,neg,9,11
9620,person,,high,neg,12,15
9620,person,,high,neg,16,18
9620,person,,high,neg,19,20
9620,person,,high,neg,21,22
9620,person,,high,neg,23,26
9620,person,,high,neg,27,29
9620,person,,high,neg,30,32
9620,person,,high,neg,33,34
9620,person,,high,neg,35,36
9620,person,,high,neg,37,39
9620,person,,high,neg,40,41
9620,person,,high,pos,42,45
9620,person,,high,neg,46,47
9620,person,,high,neg,48,49
9621,person,,low,neg,1,3
9621,person,,low,neg,4,6
9621,person,,low,neg,7,8
9621,person,,low,neg,9,10
9621,person,,low,neg,11,13
9621,person,,low,neg,14,15
9621,person,,low,neg,16,19
9621,person,,low,neg,20,22
9621,person,,low,neg,23,25
9621,person,,low,neg,27,30
9621,person,,low,neg,31,34
9621,person,,low,neg,35,36
9621,person,,low,neg,37,40
9621,person,,low,neg,41,42
9621,person,,low,neg,43,44
9621,person,,low,neg,46,48
9621,person,,low,neg,49,52
9622,person,,high,pos,1,4
9622,person,,high,neg,5,6
9622,person,,high,neg,7,8
9622,person,,high,neg,10,12
9622,person,,high,neg,13,14
9622,person,,high,neg,18,19
9622,person,,high,neg,20,22
9622,person,,high,pos,24,25
9622,person,,high,neg,27,30
9622,person,,high,neg,31,33
9622,person,,high,neg,34,37
9622,person,,high,neg,40,43
9622,person,,high,neg,44,45
9622,person,,high,neg,46,47
9622,person,,high,neg,48,49
9623,person,,high,neg,1,2
9623,person,,high,neg,3,4
9623,person,,high,neg,6,7
9623,person,,high,neg,8,11
9623,person,,high,neg,12,13
9623,person,,high,neg,14,16
9623,person,,high,neg,17,19
9623,person,,high,neg,20,23
9623,person,,high,neg,24,25
9623,person,,high,neg,26,28
9623,person,,high,neg,29,30
9623,person,,high,neg,31,32
9623,person,,high,neg,33,36
9623,person,,high,neg,37,39
9623,person,,high,neg,40,41
9623,person,,high,neg,42,45
9623,person,,high,neg,46,48
9623,person,,high,neg,49,51
9624,person,,high,neg,1,3
9624,person,,high,neg,4,6
9624,person,,high,neg,7,8
9624,person,,high,neg,9,12
9624,person,,high,neg,13,14
9624,person,,high,neg,15,17
9624,person,,high,neg,18,20
9624,person,,high,neg,21,23
9624,person,,high,neg,24,26
9624,person,,high,neg,28,29
9624,person,,high,neg,30,33
9624,person,,high,neg,34,35
9624,person,,high,neg,36,37
9624,person,,high,pos,38,39
9624,person,,high,neg,40,42
9624,person,,high,neg,43,45
9624,person,,high,neg,47,49
9625,person,,low,neg,1,3
9625,person,,low,neg,4,6
9625,person,,low,neg,7,8
9625,person,,low,neg,9,11
9625,person,,low,neg,12,13
9625,person,,low,neg,14,17
9625,person,,low,neg,18,21
9625,person,,low,neg,22,23
9625,person,,low,neg,24,27
9625,person,,low,neg,28,30
9625,person,,low,neg,31,33
9625,person,,low,pos,34,36
9625,person,,low,neg,37,38
9625,person,,low,pos,40,42
9625,person,,low,neg,43,44
9625,person,,low,neg,45,48
9625,person,,low,neg,49,50
9626,person,,low,neg,1,3
9626,person,,low,neg,6,8
9626,person,,low,neg,9,11
9626,person,,low,neg,13,15
9626,person,,low,neg,16,19
9626,person,,low,neg,20,23
9626,person,,low,neg,25,28
9626,person,,low,neg,30,32
9626,person,,low,neg,33,36
9626,person,,low,neg,37,39
9626,person,,low,neg,40,42
9626,person,,low,neg,43,45
9626,person,,low,neg,46,47
9626,person,,low,neg,49,51
9627,person,,low,neg,1,3
9627,person,,low,neg,4,5
9627,person,,low,neg,7,9
9627,person,,low,neg,10,11
9627,person,,low,neg,14,16
9627,person,,low,neg,18,20
9627,person,,low,neg,21,22
9627,person,,low,neg,23,25
9627,person,,low,neg,29,30
9627,person,,low,neg,32,35
9627,person,,low,neg,38,41
9627,person,,low,neg,42,45
9627,person,,low,neg,46,48
9628,person,,low,neg,1,4
9628,person,,low,neg,6,7
9628,person,,low,neg,9,11
9628,person,,low,neg,12,13
9628,person,,low,neg,15,16
9628,person,,low,neg,17,19
9628,person,,low,neg,20,21
9628,person,,low,neg,23,24
9628,person,,low,neg,25,27
9628,person,,low,neg,28,29
9628,person,,low,neg,30,32
9628,person,,low,neg,33,36
9628,person,,low,neg,37,38
9628,person,,low,neg,39,41
9628,person,,low,neg,42,43
9628,person,,low,neg,45,46
9628,person,,low,neg,47,48
9629,person,,low,neg,1,4
9629,person,,low,neg,5,7
9629,person,,low,neg,9,10
9629,person,,low,neg,14,15
9629,person,,low,neg,16,18
9629,person,,low,neg,19,20
9629,person,,low,pos,21,22
9629,person,,low,neg,23,24
9629,person,,low,neg,25,27
9629,person,,low,neg,28,31
9629,person,,low,neg,32,35
9629,person,,low,neg,36,38
9629,person,,low,neg,40,41
9629,person,,low,neg,42,44
9629,person,,low,neg,45,46
9629,person,,low,neg,47,49
9630,person,,low,neg,1,3
9630,person,,low,neg,4,7
9630,person,,low,neg,8,10
9630,person,,low,neg,11,13
9630,person,,low,neg,14,15
9630,person,,low,neg,16,17
9630,person,,low,neg,18,20
9630,person,,low,neg,21,24
9630,person,,low,neg,25,26
9630,person,,low,neg,27,29
9630,person,,low,neg,30,32
9630,person,,low,neg,33,36
9630,person,,low,neg,37,39
9630,person,,low,neg,40,43
9630,person,,low,neg,44,46
9630,person,,low,neg,48,50
9631,person,,low,neg,1,4
9631,person,,low,neg,5,7
9631,person,,low,neg,9,10
9631,person,,low,neg,12,14
9631,person,,low,neg,15,16
9631,person,,low,neg,17,20
9631,person,,low,neg,21,22
9631,person,,low,neg,23,25
9631,person,,low,pos,26,27
9631,person,,low,neg,28,31
9631,person,,low,neg,33,36
9631,person,,low,neg,38,39
9631,person,,low,neg,40,43
9631,person,,low,neg,44,45
9631,person,,low,neg,47,48
9631,person,,low,neg,49,51
9632,person,,high,neg,1,3
9632,person,,high,neg,4,7
9632,person,,high,neg,8,11
9632,person,,high,neg,12,13
9632,person,,high,neg,14,17
9632,person,,high,neg,18,20
9632,person,,high,neg,21,22
9632,person,,high,neg,23,25
9632,person,,high,neg,26,28
9632,person,,high,neg,29,31
9632,person,,high,pos,33,35
9632,person,,high,neg,36,37
9632,person,,high,neg,38,39
9632,person,,high,neg,40,42
9632,person,,high,neg,44,46
9632,person,,high,neg,48,50
9633,person,,low,neg,1,3
9633,person,,low,neg,4,6
9633,person,,low,neg,7,8
9633,person,,low,neg,9,10
9633,person,,low,neg,11,12
9633,person,,low,pos,13,14
9633,person,,low,neg,15,17
9633,person,,low,neg,18,21
9633,person,,low,neg,22,24
9633,person,,low,neg,25,27
9633,person,,low,neg,28,30
9633,person,,low,neg,31,32
9633,person,,low,neg,33,34
9633,person,,low,neg,35,37
9633,person,,low,neg,38,39
9633,person,,low,neg,40,43
9633,person,,low,neg,47,48
9634,person,,low,neg,1,2
9634,person,,low,neg,4,5
9634,person,,low,neg,6,9
9634,person,,low,neg,10,11
9634,person,,low,neg,12,14
9634,person,,low,neg,15,18
9634,person,,low,neg,19,20
9634,person,,low,neg,21,23
9634,person,,low,neg,24,27
9634,person,,low,neg,28,29
9634,person,,low,neg,30,31
9634,person,,low,neg,32,34
9634,person,,low,neg,36,37
9634,person,,low,neg,38,41
9634,person,,low,neg,42,44
9634,person,,low,pos,46,49
9635,person,,low,neg,1,4
9635,person,,low,neg,5,7
9635,person,,low,pos,8,9
9635,person,,low,neg,10,12
9635,person,,low,neg,13,14
9635,person,,low,neg,15,18
9635,person,,low,neg,19,20
9635,person,,low,neg,21,22
9635,person,,low,neg,23,26
9635,person,,low,neg,27,29
9635,person,,low,neg,30,31
9635,person,,low,neg,32,34
9635,person,,low,pos,37,38
9635,person,,low,neg,40,41
9635,person,,low,neg,43,46
9635,person,,low,neg,47,50
9636,person,,low,neg,1,3
9636,person,,low,neg,4,5
9636,person,,low,neg,6,7
9636,person,,low,neg,10,12
9636,person,,low,neg,13,14
9636,person,,low,neg,15,18
9636,person,,low,neg,22,24
9636,person,,low,neg,25,28
9636,person,,low,neg,29,30
9636,person,,low,neg,31,32
9636,person,,low,neg,34,36
9636,person,,low,neg,38,39
9636,person,,low,neg,41,42
9636,person,,low,neg,43,45
9636,person,,low,neg,46,47
9636,person,,low,neg,49,51
9637,person,,low,neg,1,4
9637,person,,low,neg,5,6
9637,person,,low,neg,7,9
9637,person,,low,neg,10,12
9637,person,,low,neg,13,14
9637,person,,low,neg,15,17
9637,person,,low,neg,19,20
9637,person,,low,neg,21,24
9637,person,,low,neg,25,27
9637,person,,low,pos,29,31
9637,person,,low,neg,33,35
9637,person,,low,neg,36,37
9637,person,,low,neg,39,40
9637,person,,low,neg,41,43
9637,person,,low,pos,46,48
9637,person,,low,neg,49,52
9638,person,,low,neg,1,3
9638,person,,low,neg,4,6
9638,person,,low,neg,7,8
9638,person,,low,neg,9,12
9638,person,,low,neg,13,15
9638,person,,low,neg,16,19
9638,person,,low,neg,20,22
9638,person,,low,neg,23,24
9638,person,,low,neg,25,26
9638,person,,low,neg,28,30
9638,person,,low,neg,31,33
9638,person,,low,neg,35,36
9638,person,,low,neg,37,39
9638,person,,low,neg,40,42
9638,person,,low,neg,43,44
9638,person,,low,pos,45,46
9638,person,,low,neg,47,49
9639,person,,low,neg,1,4
9639,person,,low,neg,5,6
9639,person,,low,neg,8,10
9639,person,,low,pos,12,13
9639,person,,low,neg,16,17
9639,person,,low,neg,19,21
9639,person,,low,neg,22,24
9639,person,,low,pos,25,26
9639,person,,low,neg,27,29
9639,person,,low,neg,31,32
9639,person,,low,neg,33,35
9639,person,,low,neg,36,39
9639,person,,low,neg,40,42
9639,person,,low,neg,43,44
9639,person,,low,neg,45,47
9639,person,,low,neg,48,51
9640,person,,low,neg,1,2
9640,person,,low,neg,5,6
9640,person,,low,neg,7,9
9640,person,,low,neg,12,14
9640,person,,low,neg,15,17
9640,person,,low,neg,18,20
9640,person,,low,neg,22,24
9640,person,,low,neg,26,27
9640,person,,low,neg,28,29
9640,person,,low,neg,31,34
9640,person,,low,neg,35,36
9640,person,,low,neg,38,39
9640,person,,low,neg,40,43
9640,person,,low,neg,44,45
9640,person,,low,neg,46,49
9641,person,,high,neg,1,3
9641,person,,high,neg,4,5
9641,person,,high,neg,8,10
9641,person,,high,neg,11,13
9641,person,,high,neg,14,15
9641,person,,high,neg,17,18
9641,person,,high,neg,19,20
9641,person,,high,neg,21,23
9641,person,,high,pos,27,29
9641,person,,high,neg,30,32
9641,person,,high,neg,34,35
9641,person,,high,neg,36,38
9641,person,,high,neg,39,41
9641,person,,high,neg,42,45
9641,person,,high,neg,46,48
9642,person,,high,neg,3,4
9642,person,,high,neg,6,8
9642,person,,high,neg,9,10
9642,person,,high,neg,11,13
9642,person,,high,neg,14,16
9642,person,,high,neg,17,19
9642,person,,high,neg,20,22
9642,person,,high,neg,23,25
9642,person,,high,neg,27,30
9642,person,,high,neg,31,33
9642,person,,high,pos,34,37
9642,person,,high,neg,38,41
9642,person,,high,neg,42,45
9642,person,,high,neg,46,47
9642,person,,high,neg,48,50
9643,person,,low,neg,1,4
9643,person,,low,neg,5,6
9643,person,,low,neg,8,10
9643,person,,low,neg,11,12
9643,person,,low,neg,13,16
9643,person,,low,neg,17,19
9643,person,,low,neg,20,21
9643,person,,low,neg,22,25
9643,person,,low,neg,27,30
9643,person,,low,neg,31,34
9643,person,,low,neg,35,36
9643,person,,low,neg,37,39
9643,person,,low,neg,40,42
9643,person,,low,neg,44,46
9643,person,,low,neg,47,50
9644,person,,high,pos,4,6
9644,person,,high,pos,7,8
9644,person,,high,neg,9,10
9644,person,,high,neg,11,13
9644,person,,high,neg,14,15
9644,person,,high,neg,16,18
9644,person,,high,neg,19,20
9644,person,,high,neg,21,23
9644,person,,high,neg,24,27
9644,person,,high,neg,28,29
9644,person,,high,neg,30,31
9644,person,,high,neg,34,35
9644,person,,high,neg,36,38
9644,person,,high,neg,39,41
9644,person,,high,pos,42,43
9644,person,,high,neg,46,48
9645,person,,low,neg,1,4
9645,person,,low,neg,5,7
9645,person,,low,neg,8,10
9645,person,,low,neg,11,14
9645,person,,low,neg,15,18
9645,person,,low,neg,19,21
9645,person,,low,neg,23,25
9645,person,,low,neg,26,29
9645,person,,low,neg,30,31
9645,person,,low,neg,33,35
9645,person,,low,neg,37,38
9645,person,,low,neg,39,42
9645,person,,low,neg,44,47
9645,person,,low,neg,48,51
9646,person,,low,neg,1,2
9646,person,,low,neg,4,5
9646,person,,low,neg,6,7
9646,person,,low,neg,9,10
9646,person,,low,neg,14,17
9646,person,,low,neg,18,19
9646,person,,low,neg,22,25
9646,person,,low,neg,26,28
9646,person,,low,neg,29,31
9646,person,,low,neg,32,33
9646,person,,low,neg,35,36
9646,person,,low,neg,37,39
9646,person,,low,neg,41,43
9646,person,,low,neg,44,45
9646,person,,low,neg,46,48
9647,person,,low,neg,1,4
9647,person,,low,neg,5,6
9647,person,,low,neg,8,11
9647,person,,low,neg,12,13
9647,person,,low,neg,14,16
9647,person,,low,neg,17,19
9647,person,,low,neg,20,22
9647,person,,low,neg,23,25
9647,person,,low,neg,26,27
9647,person,,low,neg,28,29
9647,person,,low,neg,30,32
9647,person,,low,neg,33,36
9647,person,,low,pos,37,38
9647,person,,low,neg,39,41
9647,person,,low,pos,42,43
9647,person,,low,neg,44,46
9647,person,,low,neg,48,50
9648,person,,low,neg,1,3
9648,person,,low,neg,5,6
9648,person,,low,neg,7,8
9648,person,,low,neg,9,11
9648,person,,low,neg,14,16
9648,person,,low,neg,17,18
9648,person,,low,neg,20,21
9648,person,,low,neg,23,24
9648,person,,low,neg,25,27
9648,person,,low,neg,28,30
9648,person,,low,neg,31,33
9648,person,,low,neg,35,36
9648,person,,low,neg,39,40
9648,person,,low,neg,41,43
9648,person,,low,neg,45,48
9649,person,,high,neg,1,3
9649,person,,high,neg,4,6
9649,person,,high,neg,7,9
9649,person,,high,neg,10,12
9649,person,,high,neg,13,15
9649,person,,high,neg,17,20
9649,person,,high,neg,21,23
9649,person,,high,neg,24,25
9649,person,,high,neg,26,27
9649,person,,high,neg,30,32
9649,person,,high,neg,33,35
9649,person,,high,neg,37,39
9649,person,,high,neg,41,43
9649,person,,high,neg,45,46
9649,person,,high,pos,47,50
9650,person,,low,neg,1,3
9650,person,,low,neg,4,6
9650,person,,low,neg,7,8
9650,person,,low,neg,10,11
9650,person,,low,neg,14,17
9650,person,,low,neg,20,23
9650,person,,low,neg,24,26
9650,person,,low,neg,27,30
9650,person,,low,neg,31,34
9650,person,,low,neg,35,38
9650,person,,low,neg,40,42
9650,person,,low,neg,43,46
9650,person,,low,neg,47,49
9651,person,,low,neg,1,2
9651,person,,low,neg,5,7
9651,person,,low,neg,8,11
9651,person,,low,neg,12,14
9651,person,,low,neg,16,19
9651,person,,low,neg,21,23
9651,person,,low,neg,24,25
9651,person,,low,neg,27,30
9651,person,,low,neg,31,32
9651,person,,low,neg,33,36
9651,person,,low,neg,37,39
9651,person,,low,neg,40,42
9651,person,,low,pos,43,44
9651,person,,low,neg,45,46
9651,person,,low,neg,47,49
9652,person,,low,neg,1,3
9652,person,,low,neg,4,5
9652,person,,low,neg,6,7
9652,person,,low,neg,9,11
9652,person,,low,neg,12,14
9652,person,,low,neg,15,17
9652,person,,low,neg,18,19
9652,person,,low,neg,21,23
9652,person,,low,neg,24,25
9652,person,,low,neg,26,29
9652,person,,low,neg,30,32
9652,person,,low,neg,35,37
9652,person,,low,neg,38,39
9652,person,,low,neg,40,43
9652,person,,low,neg,44,45
9652,person,,low,neg,46,47
9652,person,,low,neg,48,49
9653,person,,low,neg,1,3
9653,person,,low,neg,4,6
9653,person,,low,neg,8,9
9653,person,,low,neg,10,12
9653,person,,low,neg,13,16
9653,person,,low,neg,17,19
9653,person,,low,neg,20,22
9653,person,,low,neg,23,24
9653,person,,low,neg,25,26
9653,person,,low,neg,27,30
9653,person,,low,neg,33,35
9653,person,,low,neg,36,37
9653,person,,low,neg,39,41
9653,person,,low,neg,43,44
9653,person,,low,neg,45,47
9653,person,,low,neg,48,51
9654,person,,low,neg,1,2
9654,person,,low,neg,5,6
9654,person,,low,neg,8,9
9654,person,,low,neg,11,13
9654,person,,low,neg,16,17
